"user_id","game_name","month","total_rev","prev_paid_month","prev_paid_rev","next_paid_month","prev_cal_month","next_cal_month","new_mrr","expansion_mrr","contraction_mrr","back_from_churn_mrr","churn_mrr","churn_month","language","has_older_device_model","age"
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-08-01,27.60,,,2022-09-01,2022-07-01,2022-09-01,27.60,,,,,,uk,false,28
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-09-01,29.07,2022-08-01,27.60,2022-10-01,2022-08-01,2022-10-01,,1.47,,,,,uk,false,28
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-10-01,12.21,2022-09-01,29.07,2022-11-01,2022-09-01,2022-11-01,,,16.86,,,,uk,false,28
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-11-01,15.69,2022-10-01,12.21,2022-12-01,2022-10-01,2022-12-01,,3.48,,,,,uk,false,28
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-12-01,39.48,2022-11-01,15.69,,2022-11-01,2023-01-01,,23.79,,,39.48,2023-01-01,uk,false,28
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-03-01,89.22,,,2022-05-01,2022-02-01,2022-04-01,89.22,,,,89.22,2022-04-01,uk,true,18
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-05-01,30.72,2022-03-01,89.22,2022-06-01,2022-04-01,2022-06-01,,,,30.72,,,uk,true,18
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-06-01,31.38,2022-05-01,30.72,2022-07-01,2022-05-01,2022-07-01,,0.66,,,,,uk,true,18
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-07-01,106.59,2022-06-01,31.38,2022-08-01,2022-06-01,2022-08-01,,75.21,,,,,uk,true,18
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-08-01,73.38,2022-07-01,106.59,2022-09-01,2022-07-01,2022-09-01,,,33.21,,,,uk,true,18
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-09-01,76.02,2022-08-01,73.38,2022-10-01,2022-08-01,2022-10-01,,2.64,,,,,uk,true,18
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-10-01,96.84,2022-09-01,76.02,,2022-09-01,2022-11-01,,20.82,,,96.84,2022-11-01,uk,true,18
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-05-01,12.93,,,2022-06-01,2022-04-01,2022-06-01,12.93,,,,,,uk,false,29
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-06-01,46.53,2022-05-01,12.93,2022-08-01,2022-05-01,2022-07-01,,33.60,,,46.53,2022-07-01,uk,false,29
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-08-01,13.59,2022-06-01,46.53,2022-09-01,2022-07-01,2022-09-01,,,,13.59,,,uk,false,29
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-09-01,41.55,2022-08-01,13.59,2022-10-01,2022-08-01,2022-10-01,,27.96,,,,,uk,false,29
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-10-01,12.9,2022-09-01,41.55,2022-11-01,2022-09-01,2022-11-01,,,28.65,,,,uk,false,29
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-11-01,58.98,2022-10-01,12.9,2022-12-01,2022-10-01,2022-12-01,,46.08,,,,,uk,false,29
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-12-01,13.5,2022-11-01,58.98,,2022-11-01,2023-01-01,,,45.48,,13.5,2023-01-01,uk,false,29
BE42Fj9cBAbbch80IpA8Dw==,game 3,2022-09-01,15.57,,,2022-10-01,2022-08-01,2022-10-01,15.57,,,,,,uk,false,30
BE42Fj9cBAbbch80IpA8Dw==,game 3,2022-10-01,47.22,2022-09-01,15.57,2022-11-01,2022-09-01,2022-11-01,,31.65,,,,,uk,false,30
BE42Fj9cBAbbch80IpA8Dw==,game 3,2022-11-01,53.52,2022-10-01,47.22,,2022-10-01,2022-12-01,,6.30,,,53.52,2022-12-01,uk,false,30
bF11PeUgiQ6ebhHTaDNDJA==,game 3,2022-10-01,18.78,,,,2022-09-01,2022-11-01,18.78,,,,18.78,2022-11-01,ru,false,33
BH4aptg763J0WNnw0OS9hw==,game 3,2022-07-01,15.21,,,,2022-06-01,2022-08-01,15.21,,,,15.21,2022-08-01,ru,false,18
BJlqmsfEshc/QjsD7VgEjg==,game 3,2022-04-01,30.66,,,2022-06-01,2022-03-01,2022-05-01,30.66,,,,30.66,2022-05-01,ru,false,18
BJlqmsfEshc/QjsD7VgEjg==,game 3,2022-06-01,113.76,2022-04-01,30.66,2022-09-01,2022-05-01,2022-07-01,,,,113.76,113.76,2022-07-01,ru,false,18
BJlqmsfEshc/QjsD7VgEjg==,game 3,2022-09-01,21.51,2022-06-01,113.76,,2022-08-01,2022-10-01,,,,21.51,21.51,2022-10-01,ru,false,18
BLnx9pj0y+SVkckLR/01qw==,game 3,2022-09-01,41.55,,,2022-10-01,2022-08-01,2022-10-01,41.55,,,,,,uk,false,25
BLnx9pj0y+SVkckLR/01qw==,game 3,2022-10-01,85.20,2022-09-01,41.55,2022-11-01,2022-09-01,2022-11-01,,43.65,,,,,uk,false,25
BLnx9pj0y+SVkckLR/01qw==,game 3,2022-11-01,43.92,2022-10-01,85.20,2022-12-01,2022-10-01,2022-12-01,,,41.28,,,,uk,false,25
BLnx9pj0y+SVkckLR/01qw==,game 3,2022-12-01,14.37,2022-11-01,43.92,,2022-11-01,2023-01-01,,,29.55,,14.37,2023-01-01,uk,false,25
BOcGlFXXESDUbttxDzQIQw==,game 3,2022-08-01,88.29,,,2022-09-01,2022-07-01,2022-09-01,88.29,,,,,,uk,false,32
BOcGlFXXESDUbttxDzQIQw==,game 3,2022-09-01,99.45,2022-08-01,88.29,2022-10-01,2022-08-01,2022-10-01,,11.16,,,,,uk,false,32
BOcGlFXXESDUbttxDzQIQw==,game 3,2022-10-01,58.14,2022-09-01,99.45,2022-11-01,2022-09-01,2022-11-01,,,41.31,,,,uk,false,32
BOcGlFXXESDUbttxDzQIQw==,game 3,2022-11-01,27.42,2022-10-01,58.14,2022-12-01,2022-10-01,2022-12-01,,,30.72,,,,uk,false,32
BOcGlFXXESDUbttxDzQIQw==,game 3,2022-12-01,16.89,2022-11-01,27.42,,2022-11-01,2023-01-01,,,10.53,,16.89,2023-01-01,uk,false,32
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-05-01,65.73,,,2022-06-01,2022-04-01,2022-06-01,65.73,,,,,,uk,true,14
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-06-01,46.20,2022-05-01,65.73,2022-07-01,2022-05-01,2022-07-01,,,19.53,,,,uk,true,14
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-07-01,12.9,2022-06-01,46.20,2022-08-01,2022-06-01,2022-08-01,,,33.30,,,,uk,true,14
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-08-01,35.79,2022-07-01,12.9,2022-10-01,2022-07-01,2022-09-01,,22.89,,,35.79,2022-09-01,uk,true,14
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-10-01,27.00,2022-08-01,35.79,2022-11-01,2022-09-01,2022-11-01,,,,27.00,,,uk,true,14
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-11-01,49.92,2022-10-01,27.00,2022-12-01,2022-10-01,2022-12-01,,22.92,,,,,uk,true,14
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-12-01,27.42,2022-11-01,49.92,,2022-11-01,2023-01-01,,,22.50,,27.42,2023-01-01,uk,true,14
bZDMuXKM3RFajmZa/yIpsw==,game 3,2022-09-01,14.55,,,2022-10-01,2022-08-01,2022-10-01,14.55,,,,,,uk,false,23
bZDMuXKM3RFajmZa/yIpsw==,game 3,2022-10-01,91.83,2022-09-01,14.55,2022-12-01,2022-09-01,2022-11-01,,77.28,,,91.83,2022-11-01,uk,false,23
bZDMuXKM3RFajmZa/yIpsw==,game 3,2022-12-01,80.58,2022-10-01,91.83,,2022-11-01,2023-01-01,,,,80.58,80.58,2023-01-01,uk,false,23
c5qsNfxhW80Ws3aBXDa1nA==,game 3,2022-08-01,15.78,,,2022-09-01,2022-07-01,2022-09-01,15.78,,,,,,uk,false,18
c5qsNfxhW80Ws3aBXDa1nA==,game 3,2022-09-01,71.82,2022-08-01,15.78,2022-10-01,2022-08-01,2022-10-01,,56.04,,,,,uk,false,18
c5qsNfxhW80Ws3aBXDa1nA==,game 3,2022-10-01,83.16,2022-09-01,71.82,2022-11-01,2022-09-01,2022-11-01,,11.34,,,,,uk,false,18
c5qsNfxhW80Ws3aBXDa1nA==,game 3,2022-11-01,26.16,2022-10-01,83.16,2022-12-01,2022-10-01,2022-12-01,,,57.00,,,,uk,false,18
c5qsNfxhW80Ws3aBXDa1nA==,game 3,2022-12-01,14.28,2022-11-01,26.16,,2022-11-01,2023-01-01,,,11.88,,14.28,2023-01-01,uk,false,18
C6w5XTf8lIfc+VFmC7/bVw==,game 3,2022-07-01,14.25,,,2022-11-01,2022-06-01,2022-08-01,14.25,,,,14.25,2022-08-01,uk,false,40
C6w5XTf8lIfc+VFmC7/bVw==,game 3,2022-11-01,29.22,2022-07-01,14.25,2022-12-01,2022-10-01,2022-12-01,,,,29.22,,,uk,false,40
C6w5XTf8lIfc+VFmC7/bVw==,game 3,2022-12-01,25.83,2022-11-01,29.22,,2022-11-01,2023-01-01,,,3.39,,25.83,2023-01-01,uk,false,40
Cabfx2Uhcg6oOXYHLUa+rg==,game 3,2022-10-01,18.84,,,,2022-09-01,2022-11-01,18.84,,,,18.84,2022-11-01,uk,true,15
CCwTMcGtpirFFuqzSeTyaQ==,game 3,2022-03-01,15.84,,,2022-04-01,2022-02-01,2022-04-01,15.84,,,,,,uk,false,18
CCwTMcGtpirFFuqzSeTyaQ==,game 3,2022-04-01,20.76,2022-03-01,15.84,,2022-03-01,2022-05-01,,4.92,,,20.76,2022-05-01,uk,false,18
cDaRA0l0GtU4VtTO/DSe1g==,game 3,2022-11-01,33.33,,,,2022-10-01,2022-12-01,33.33,,,,33.33,2022-12-01,uk,false,21
cf1ykPUohKTUjtI6cAMhVw==,game 2,2022-10-01,12.24,,,,2022-09-01,2022-11-01,12.24,,,,12.24,2022-11-01,ru,true,21
cf5XFmP0Lfqw6irFBYfWwQ==,game 3,2022-11-01,32.25,,,2022-12-01,2022-10-01,2022-12-01,32.25,,,,,,uk,false,19
cf5XFmP0Lfqw6irFBYfWwQ==,game 3,2022-12-01,21.03,2022-11-01,32.25,,2022-11-01,2023-01-01,,,11.22,,21.03,2023-01-01,uk,false,19
CfgvA7ntuRJL/qdscwgMVw==,game 3,2022-09-01,43.83,,,2022-11-01,2022-08-01,2022-10-01,43.83,,,,43.83,2022-10-01,ru,false,24
CfgvA7ntuRJL/qdscwgMVw==,game 3,2022-11-01,56.40,2022-09-01,43.83,2022-12-01,2022-10-01,2022-12-01,,,,56.40,,,ru,false,24
CfgvA7ntuRJL/qdscwgMVw==,game 3,2022-12-01,60.15,2022-11-01,56.40,,2022-11-01,2023-01-01,,3.75,,,60.15,2023-01-01,ru,false,24
cjAwQwy//1xm2O5pNRveqw==,game 3,2022-10-01,74.28,,,2022-11-01,2022-09-01,2022-11-01,74.28,,,,,,ru,false,22
cjAwQwy//1xm2O5pNRveqw==,game 3,2022-11-01,84.24,2022-10-01,74.28,2022-12-01,2022-10-01,2022-12-01,,9.96,,,,,ru,false,22
cjAwQwy//1xm2O5pNRveqw==,game 3,2022-12-01,12.63,2022-11-01,84.24,,2022-11-01,2023-01-01,,,71.61,,12.63,2023-01-01,ru,false,22
cOCixiBbcAHemYgbNdoTcw==,game 3,2022-07-01,68.04,,,2022-09-01,2022-06-01,2022-08-01,68.04,,,,68.04,2022-08-01,uk,false,20
cOCixiBbcAHemYgbNdoTcw==,game 3,2022-09-01,42.81,2022-07-01,68.04,2022-10-01,2022-08-01,2022-10-01,,,,42.81,,,uk,false,20
cOCixiBbcAHemYgbNdoTcw==,game 3,2022-10-01,66.09,2022-09-01,42.81,2022-11-01,2022-09-01,2022-11-01,,23.28,,,,,uk,false,20
cOCixiBbcAHemYgbNdoTcw==,game 3,2022-11-01,82.68,2022-10-01,66.09,2022-12-01,2022-10-01,2022-12-01,,16.59,,,,,uk,false,20
cOCixiBbcAHemYgbNdoTcw==,game 3,2022-12-01,15.39,2022-11-01,82.68,,2022-11-01,2023-01-01,,,67.29,,15.39,2023-01-01,uk,false,20
cp2QvW7HEEyNYKZRQ+RvyA==,game 3,2022-12-01,38.10,,,,2022-11-01,2023-01-01,38.10,,,,38.10,2023-01-01,uk,false,14
crKNTIblJ0113SKEtSJQHw==,game 3,2022-05-01,93.99,,,2022-06-01,2022-04-01,2022-06-01,93.99,,,,,,uk,false,16
crKNTIblJ0113SKEtSJQHw==,game 3,2022-06-01,29.97,2022-05-01,93.99,2022-07-01,2022-05-01,2022-07-01,,,64.02,,,,uk,false,16
crKNTIblJ0113SKEtSJQHw==,game 3,2022-07-01,107.25,2022-06-01,29.97,2022-08-01,2022-06-01,2022-08-01,,77.28,,,,,uk,false,16
crKNTIblJ0113SKEtSJQHw==,game 3,2022-08-01,40.47,2022-07-01,107.25,2022-09-01,2022-07-01,2022-09-01,,,66.78,,,,uk,false,16
crKNTIblJ0113SKEtSJQHw==,game 3,2022-09-01,51.57,2022-08-01,40.47,2022-10-01,2022-08-01,2022-10-01,,11.10,,,,,uk,false,16
crKNTIblJ0113SKEtSJQHw==,game 3,2022-10-01,21.24,2022-09-01,51.57,2022-11-01,2022-09-01,2022-11-01,,,30.33,,,,uk,false,16
crKNTIblJ0113SKEtSJQHw==,game 3,2022-11-01,48.87,2022-10-01,21.24,2022-12-01,2022-10-01,2022-12-01,,27.63,,,,,uk,false,16
crKNTIblJ0113SKEtSJQHw==,game 3,2022-12-01,30.00,2022-11-01,48.87,,2022-11-01,2023-01-01,,,18.87,,30.00,2023-01-01,uk,false,16
cv6g2/jSkR+FwO58WY85DQ==,game 3,2022-08-01,55.47,,,2022-09-01,2022-07-01,2022-09-01,55.47,,,,,,uk,false,20
cv6g2/jSkR+FwO58WY85DQ==,game 3,2022-09-01,30.72,2022-08-01,55.47,2022-11-01,2022-08-01,2022-10-01,,,24.75,,30.72,2022-10-01,uk,false,20
cv6g2/jSkR+FwO58WY85DQ==,game 3,2022-11-01,23.28,2022-09-01,30.72,2022-12-01,2022-10-01,2022-12-01,,,,23.28,,,uk,false,20
cv6g2/jSkR+FwO58WY85DQ==,game 3,2022-12-01,24.3,2022-11-01,23.28,,2022-11-01,2023-01-01,,1.02,,,24.3,2023-01-01,uk,false,20
D0sawvsyqnyUMXNy+aXo7Q==,game 3,2022-10-01,72.69,,,2022-12-01,2022-09-01,2022-11-01,72.69,,,,72.69,2022-11-01,uk,false,19
D0sawvsyqnyUMXNy+aXo7Q==,game 3,2022-12-01,48.18,2022-10-01,72.69,,2022-11-01,2023-01-01,,,,48.18,48.18,2023-01-01,uk,false,19
d7kiN4CYGndV2/L4yQeZ4g==,game 3,2022-08-01,42.60,,,2022-09-01,2022-07-01,2022-09-01,42.60,,,,,,ru,false,19
d7kiN4CYGndV2/L4yQeZ4g==,game 3,2022-09-01,26.64,2022-08-01,42.60,2022-10-01,2022-08-01,2022-10-01,,,15.96,,,,ru,false,19
d7kiN4CYGndV2/L4yQeZ4g==,game 3,2022-10-01,60.12,2022-09-01,26.64,2022-11-01,2022-09-01,2022-11-01,,33.48,,,,,ru,false,19
d7kiN4CYGndV2/L4yQeZ4g==,game 3,2022-11-01,57.24,2022-10-01,60.12,2022-12-01,2022-10-01,2022-12-01,,,2.88,,,,ru,false,19
d7kiN4CYGndV2/L4yQeZ4g==,game 3,2022-12-01,102.57,2022-11-01,57.24,,2022-11-01,2023-01-01,,45.33,,,102.57,2023-01-01,ru,false,19
D9Bdgp+w/syZMU61LudzFQ==,game 3,2022-08-01,16.41,,,2022-09-01,2022-07-01,2022-09-01,16.41,,,,,,uk,false,19
D9Bdgp+w/syZMU61LudzFQ==,game 3,2022-09-01,21.06,2022-08-01,16.41,,2022-08-01,2022-10-01,,4.65,,,21.06,2022-10-01,uk,false,19
dAiAPbpgrBYKg4Rn7nbu4g==,game 3,2022-11-01,20.85,,,,2022-10-01,2022-12-01,20.85,,,,20.85,2022-12-01,uk,false,34
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-06-01,53.55,,,2022-07-01,2022-05-01,2022-07-01,53.55,,,,,,uk,false,15
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-07-01,53.31,2022-06-01,53.55,2022-08-01,2022-06-01,2022-08-01,,,0.24,,,,uk,false,15
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-08-01,48.21,2022-07-01,53.31,2022-09-01,2022-07-01,2022-09-01,,,5.10,,,,uk,false,15
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-09-01,54.15,2022-08-01,48.21,2022-10-01,2022-08-01,2022-10-01,,5.94,,,,,uk,false,15
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-10-01,70.62,2022-09-01,54.15,,2022-09-01,2022-11-01,,16.47,,,70.62,2022-11-01,uk,false,15
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-04-01,60.57,,,2022-05-01,2022-03-01,2022-05-01,60.57,,,,,,uk,false,21
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-05-01,31.2,2022-04-01,60.57,2022-06-01,2022-04-01,2022-06-01,,,29.37,,,,uk,false,21
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-06-01,32.37,2022-05-01,31.2,2022-07-01,2022-05-01,2022-07-01,,1.17,,,,,uk,false,21
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-07-01,100.83,2022-06-01,32.37,2022-08-01,2022-06-01,2022-08-01,,68.46,,,,,uk,false,21
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-08-01,46.71,2022-07-01,100.83,2022-09-01,2022-07-01,2022-09-01,,,54.12,,,,uk,false,21
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-09-01,64.08,2022-08-01,46.71,,2022-08-01,2022-10-01,,17.37,,,64.08,2022-10-01,uk,false,21
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-08-01,29.49,,,2022-09-01,2022-07-01,2022-09-01,29.49,,,,,,uk,false,32
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-09-01,13.14,2022-08-01,29.49,2022-11-01,2022-08-01,2022-10-01,,,16.35,,13.14,2022-10-01,uk,false,32
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-11-01,19.83,2022-09-01,13.14,,2022-10-01,2022-12-01,,,,19.83,19.83,2022-12-01,uk,false,32
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-04-01,50.16,,,2022-05-01,2022-03-01,2022-05-01,50.16,,,,,,ru,false,23
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-05-01,37.62,2022-04-01,50.16,2022-06-01,2022-04-01,2022-06-01,,,12.54,,,,ru,false,23
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-06-01,13.89,2022-05-01,37.62,2022-08-01,2022-05-01,2022-07-01,,,23.73,,13.89,2022-07-01,ru,false,23
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-08-01,58.92,2022-06-01,13.89,2022-09-01,2022-07-01,2022-09-01,,,,58.92,,,ru,false,23
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-09-01,85.05,2022-08-01,58.92,2022-12-01,2022-08-01,2022-10-01,,26.13,,,85.05,2022-10-01,ru,false,23
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-12-01,12.12,2022-09-01,85.05,,2022-11-01,2023-01-01,,,,12.12,12.12,2023-01-01,ru,false,23
dp8g3Zsy2hCfov8GumRuWg==,game 3,2022-06-01,13.89,,,,2022-05-01,2022-07-01,13.89,,,,13.89,2022-07-01,ru,false,19
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-04-01,33.03,,,2022-05-01,2022-03-01,2022-05-01,33.03,,,,,,uk,false,16
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-05-01,33.15,2022-04-01,33.03,2022-06-01,2022-04-01,2022-06-01,,0.12,,,,,uk,false,16
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-06-01,17.64,2022-05-01,33.15,2022-07-01,2022-05-01,2022-07-01,,,15.51,,,,uk,false,16
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-07-01,12.03,2022-06-01,17.64,2022-08-01,2022-06-01,2022-08-01,,,5.61,,,,uk,false,16
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-08-01,92.13,2022-07-01,12.03,2022-09-01,2022-07-01,2022-09-01,,80.10,,,,,uk,false,16
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-09-01,61.56,2022-08-01,92.13,2022-10-01,2022-08-01,2022-10-01,,,30.57,,,,uk,false,16
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-10-01,112.20,2022-09-01,61.56,2022-11-01,2022-09-01,2022-11-01,,50.64,,,,,uk,false,16
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-11-01,38.58,2022-10-01,112.20,,2022-10-01,2022-12-01,,,73.62,,38.58,2022-12-01,uk,false,16
dQAFHVkiiCKfawYALbHZeA==,game 3,2022-07-01,16.38,,,2022-08-01,2022-06-01,2022-08-01,16.38,,,,,,uk,false,26
dQAFHVkiiCKfawYALbHZeA==,game 3,2022-08-01,14.64,2022-07-01,16.38,2022-10-01,2022-07-01,2022-09-01,,,1.74,,14.64,2022-09-01,uk,false,26
dQAFHVkiiCKfawYALbHZeA==,game 3,2022-10-01,18.0,2022-08-01,14.64,,2022-09-01,2022-11-01,,,,18.0,18.0,2022-11-01,uk,false,26
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-04-01,83.19,,,2022-05-01,2022-03-01,2022-05-01,83.19,,,,,,uk,false,23
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-05-01,72.15,2022-04-01,83.19,2022-06-01,2022-04-01,2022-06-01,,,11.04,,,,uk,false,23
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-06-01,86.49,2022-05-01,72.15,2022-07-01,2022-05-01,2022-07-01,,14.34,,,,,uk,false,23
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-07-01,120.51,2022-06-01,86.49,,2022-06-01,2022-08-01,,34.02,,,120.51,2022-08-01,uk,false,23
dSGXNzIxO3joRVr1Eem+WQ==,game 3,2022-09-01,15.72,,,2022-10-01,2022-08-01,2022-10-01,15.72,,,,,,uk,false,29
dSGXNzIxO3joRVr1Eem+WQ==,game 3,2022-10-01,13.23,2022-09-01,15.72,,2022-09-01,2022-11-01,,,2.49,,13.23,2022-11-01,uk,false,29
dUXVADLWvf2uvh+Q6TNrMw==,game 3,2022-07-01,12.15,,,2022-10-01,2022-06-01,2022-08-01,12.15,,,,12.15,2022-08-01,ru,false,19
dUXVADLWvf2uvh+Q6TNrMw==,game 3,2022-10-01,36.63,2022-07-01,12.15,2022-11-01,2022-09-01,2022-11-01,,,,36.63,,,ru,false,19
dUXVADLWvf2uvh+Q6TNrMw==,game 3,2022-11-01,114.96,2022-10-01,36.63,2022-12-01,2022-10-01,2022-12-01,,78.33,,,,,ru,false,19
dUXVADLWvf2uvh+Q6TNrMw==,game 3,2022-12-01,26.58,2022-11-01,114.96,,2022-11-01,2023-01-01,,,88.38,,26.58,2023-01-01,ru,false,19
dVTYjVpXbOM/sOgCq4CV0g==,game 3,2022-08-01,41.31,,,2022-09-01,2022-07-01,2022-09-01,41.31,,,,,,uk,false,25
dVTYjVpXbOM/sOgCq4CV0g==,game 3,2022-09-01,127.20,2022-08-01,41.31,2022-10-01,2022-08-01,2022-10-01,,85.89,,,,,uk,false,25
dVTYjVpXbOM/sOgCq4CV0g==,game 3,2022-10-01,75.54,2022-09-01,127.20,2022-11-01,2022-09-01,2022-11-01,,,51.66,,,,uk,false,25
dVTYjVpXbOM/sOgCq4CV0g==,game 3,2022-11-01,14.73,2022-10-01,75.54,2022-12-01,2022-10-01,2022-12-01,,,60.81,,,,uk,false,25
dVTYjVpXbOM/sOgCq4CV0g==,game 3,2022-12-01,12.51,2022-11-01,14.73,,2022-11-01,2023-01-01,,,2.22,,12.51,2023-01-01,uk,false,25
dxXTsxsoGNYPn+1rVBAUww==,game 3,2022-08-01,13.98,,,2022-09-01,2022-07-01,2022-09-01,13.98,,,,,,uk,false,33
dxXTsxsoGNYPn+1rVBAUww==,game 3,2022-09-01,16.05,2022-08-01,13.98,2022-10-01,2022-08-01,2022-10-01,,2.07,,,,,uk,false,33
dxXTsxsoGNYPn+1rVBAUww==,game 3,2022-10-01,18.21,2022-09-01,16.05,,2022-09-01,2022-11-01,,2.16,,,18.21,2022-11-01,uk,false,33
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-06-01,33.51,,,2022-07-01,2022-05-01,2022-07-01,33.51,,,,,,en,false,25
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-07-01,148.98,2022-06-01,33.51,2022-08-01,2022-06-01,2022-08-01,,115.47,,,,,en,false,25
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-08-01,78.39,2022-07-01,148.98,2022-09-01,2022-07-01,2022-09-01,,,70.59,,,,en,false,25
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-09-01,70.14,2022-08-01,78.39,2022-10-01,2022-08-01,2022-10-01,,,8.25,,,,en,false,25
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-10-01,49.08,2022-09-01,70.14,2022-11-01,2022-09-01,2022-11-01,,,21.06,,,,en,false,25
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-11-01,376.56,2022-10-01,49.08,2022-12-01,2022-10-01,2022-12-01,,327.48,,,,,en,false,25
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-12-01,119.94,2022-11-01,376.56,,2022-11-01,2023-01-01,,,256.62,,119.94,2023-01-01,en,false,25
e6LTrwXMl/v1epsRPDa9Fg==,game 2,2022-12-01,15.93,,,,2022-11-01,2023-01-01,15.93,,,,15.93,2023-01-01,uk,false,30
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-04-01,23.04,,,2022-05-01,2022-03-01,2022-05-01,23.04,,,,,,ru,false,18
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-05-01,14.55,2022-04-01,23.04,2022-06-01,2022-04-01,2022-06-01,,,8.49,,,,ru,false,18
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-06-01,25.65,2022-05-01,14.55,2022-07-01,2022-05-01,2022-07-01,,11.10,,,,,ru,false,18
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-07-01,31.86,2022-06-01,25.65,2022-08-01,2022-06-01,2022-08-01,,6.21,,,,,ru,false,18
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-08-01,40.14,2022-07-01,31.86,2022-09-01,2022-07-01,2022-09-01,,8.28,,,,,ru,false,18
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-09-01,22.92,2022-08-01,40.14,2022-10-01,2022-08-01,2022-10-01,,,17.22,,,,ru,false,18
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-10-01,70.95,2022-09-01,22.92,2022-11-01,2022-09-01,2022-11-01,,48.03,,,,,ru,false,18
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-11-01,12.93,2022-10-01,70.95,,2022-10-01,2022-12-01,,,58.02,,12.93,2022-12-01,ru,false,18
Ej00UDBb0OBlQliAnSIp+g==,game 3,2022-09-01,42.54,,,,2022-08-01,2022-10-01,42.54,,,,42.54,2022-10-01,uk,false,15
